candidate_mode,count,pearson_proxy_true_iou,spearman_proxy_true_iou,proxy_score_mean,true_iou_mean
drift,164,0.9061282465365146,0.9166977269326513,0.48564490791370685,0.20956795659478353
faithful,564,0.9165324068202353,0.885812776741329,0.7748665785224917,0.6314670687661836
view_impostor,296,,,1.0,0.4069839321699611
all,1024,0.4755030532377305,0.22489301385567018,0.7936235499848958,0.49900763241013724
